model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,encoder_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)cp,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,(e)workers,(e)tp,(e)pp,(e)parallel,(e)memory,power_w,tokens/s/gpu_cluster
/tmp/n3u,96000,900,0,72,1.26,1,8,2,9,72,1,20569.259,34.711,51774.448,0.0,1.26,0.052,1134.0,47.25,28.809,0.7,2.307,24,1,1,8,4,2,1,tp1pp1dp8etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,219.143,sglang,0.5.14,gb300,1,1,8,4,2,tp1pp1dp8etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,277.281,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,47.25
/tmp/n3u,96000,900,0,60,1.156,1,4,2,15,60,1,11208.263,29.516,37743.147,0.0,1.156,0.048,1040.04,43.335,33.88,0.642,2.261,24,2,1,4,4,2,1,tp2pp1dp4etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,175.72,sglang,0.5.14,gb300,2,1,4,4,2,tp2pp1dp4etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,232.254,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,43.335
/tmp/n3u,96000,900,0,28,1.026,1,2,2,14,28,1,6319.12,24.342,28202.578,0.0,1.026,0.043,923.4,38.475,41.082,0.57,1.28,24,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,158.07,sglang,0.5.14,gb300,4,1,2,1,8,tp4pp1dp2etp1ep8,bfloat16,bfloat16,bfloat16,bfloat16,half,212.14,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,38.475
/tmp/n3u,96000,900,0,24,1.022,1,4,2,6,24,1,11208.263,24.029,32810.334,0.0,1.022,0.043,919.908,38.33,41.617,0.642,1.111,24,2,1,4,4,2,1,tp2pp1dp4etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,175.72,sglang,0.5.14,gb300,2,1,4,8,1,tp2pp1dp4etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,187.342,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,38.33
/tmp/n3u,96000,900,0,18,0.948,1,2,2,9,18,1,6319.12,19.441,23796.579,0.0,0.948,0.039,852.84,35.535,51.438,0.57,1.03,24,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,158.07,sglang,0.5.14,gb300,4,1,2,8,1,tp4pp1dp2etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,187.189,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,35.535
/tmp/n3u,96000,900,0,16,0.897,1,2,2,8,16,1,6319.12,18.246,22722.274,0.0,0.897,0.037,807.3,33.638,54.807,0.57,0.975,24,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,158.07,sglang,0.5.14,gb300,4,1,2,8,1,tp4pp1dp2etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,182.199,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,33.638
/tmp/n3u,96000,900,0,14,0.822,1,2,2,7,14,1,6319.12,17.443,22000.377,0.0,0.822,0.034,739.404,30.809,57.331,0.57,0.893,24,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,158.07,sglang,0.5.14,gb300,4,1,2,8,1,tp4pp1dp2etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,177.209,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,30.809
/tmp/n3u,96000,900,0,11,0.794,1,1,2,11,11,1,4081.271,13.902,16579.169,0.0,0.794,0.033,714.42,29.768,71.932,0.441,0.88,24,8,1,1,4,2,1,tp8pp1dp1etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,150.484,sglang,0.5.14,gb300,8,1,1,4,2,tp8pp1dp1etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,189.584,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,29.768
/tmp/n3u,96000,900,0,9,0.725,1,1,2,9,9,1,4081.271,12.708,15505.763,0.0,0.725,0.03,652.464,27.186,78.692,0.441,0.788,24,8,1,1,4,2,1,tp8pp1dp1etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,150.484,sglang,0.5.14,gb300,8,1,1,8,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,179.603,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,27.185999999999996
/tmp/n3u,96000,900,0,7,0.618,1,1,2,7,7,1,4081.271,11.584,14495.287,0.0,0.618,0.026,556.416,23.184,86.327,0.441,0.672,24,8,1,1,4,2,1,tp8pp1dp1etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,150.484,sglang,0.5.14,gb300,8,1,1,8,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,169.623,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,23.184
