throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,tpot_p50_ms,tpot_p90_ms,in_tok_per_req,total_tok_s,hit_rate,req_per_s,n,pd,clients,policy
866.0527777777778,0.14294416243660635,2.6815754314717424,4.980521269035533,6.591213307240913,6.37,6.77,69940.12681017612,50504.115,0.8420042278541285,0.7097222222222223,2555,9:9,48,kv-tuned
1699.7927777777777,0.18026604060969476,3.4707669035542494,8.003998883249096,7.181266495962043,7.17,7.97,70119.6706716565,100588.00611111111,0.836697836593346,1.4102777777777777,5077,9:9,96,kv-tuned
3379.3241666666668,0.25664974619303393,4.188032233502213,15.276126091370571,8.70042957042977,7.97,10.77,70208.67772227772,198598.45305555555,0.8340563701613793,2.7805555555555554,10010,9:9,192,kv-tuned
6255.313611111111,0.5040640609126967,5.510899238578077,37.614363756345185,13.029145591616954,11.57,17.57,70022.43661444688,370041.3225,0.8305320964757839,5.195277777777778,18703,9:9,384,kv-tuned
7331.950277777778,0.755697208122001,6.344034162436628,49.63000609137049,15.90926274793818,14.77,21.57,69887.21166561,436012.3413888889,0.8267094936557495,6.1338888888888885,22082,9:9,480,kv-tuned
8979.826111111111,2.167222131978633,14.438257766497657,88.10596324873107,27.12730729482312,25.97,34.370000000000005,69026.43241509568,547021.6927777778,0.8223989155204872,7.794722222222222,28061,9:9,768,kv-tuned
9178.145833333334,3.4806770558351445,26.916004263959906,115.7687283756345,35.7133305213401,34.77,43.17,68394.08213261346,572194.4302777778,0.821180818300892,8.231944444444444,29635,9:9,960,kv-tuned
8304.272222222222,11.29627492386021,78.13743862944176,190.82847736040605,58.26359394873015,58.370000000000005,66.77000000000001,66274.8167882723,558348.4322222222,0.8177083853158558,8.299444444444445,29878,9:9,1440,kv-tuned
8074.773611111111,12.722005177665778,89.08172878172559,206.38538071065997,62.69260317673589,62.77,71.17,65833.33275126768,552644.4447222222,0.8173198461665447,8.271944444444445,29779,9:9,1536,kv-tuned
7178.901944444445,22.533506649752326,146.3748223350254,269.62590690355364,80.343655839667,80.37,89.57000000000001,64048.20124395301,522055.27527777775,0.8129660341293062,8.03888888888889,28940,9:9,1920,kv-tuned
