throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,tpot_p50_ms,tpot_p90_ms,in_tok_per_req,total_tok_s,hit_rate,req_per_s,n,pd,clients,policy
2509.4113888888887,0.1803874111665209,3.882233502538071,9.638986243654823,9.096740909700666,8.370000000000001,11.57,70181.60311284047,147804.82472222223,0.7669092833319636,2.0702777777777777,7453,12:6,144,kv
2513.008611111111,0.19492385786816158,3.6005789340101444,8.212446243654824,9.0912649068738,8.370000000000001,11.57,70171.53637947206,147982.50194444443,0.8347286802358118,2.0730555555555554,7463,12:6,144,kv-tuned
2311.944722222222,3.9179695431471373,18.589991979695437,32.570860456852785,9.925119133573135,9.17,12.77,70117.65140794223,137191.03805555555,0.24122885242407227,1.9236111111111112,6925,12:6,144,rr
4652.027777777777,0.2696446700506385,4.555944619288766,23.803451776649748,14.149095882522209,12.77,19.57,70096.98128419234,275148.49,0.7533318320543255,3.858888888888889,13892,12:6,288,kv
4680.121944444444,0.28913705583772753,4.3243554822329315,19.404670050761418,14.12323411562667,12.77,19.57,70120.99828277047,276905.4197222222,0.8301544408318211,3.882222222222222,13976,12:6,288,kv-tuned
3006.4266666666667,18.23684761421282,61.80939984771578,82.83622137055886,18.783487517562826,17.97,22.77,69180.02982816384,180818.32,0.2364735332550643,2.5702777777777777,9253,12:6,288,rr
6588.548611111111,1.0393794923858195,11.157278172588917,53.59183837563451,30.369243085881184,29.57,37.97,69031.72285298399,401795.16194444447,0.7280875456022107,5.725,20610,12:6,576,kv
6767.168055555556,0.441827411167651,5.3015602538075655,47.40070096446702,30.03608366816194,29.17,37.17,69067.76837627038,412636.2347222222,0.8254853828372204,5.876388888888889,21155,12:6,576,kv-tuned
2785.762777777778,70.69623050761493,126.72693111675085,159.0233908629416,39.04386424372085,39.17,43.17,66382.52399786211,175288.12722222222,0.22886058519238978,2.598611111111111,9355,12:6,576,rr
6564.6386111111115,2.854171421318597,63.002639593908626,120.27479639593906,68.79695601562926,67.97,78.77,66034.2283196142,447783.3408333333,0.7204210297275224,6.681666666666667,24054,12:6,1152,kv
7022.633888888889,0.6367512690355852,29.837550152284223,111.15562182741107,68.06371698856434,67.17,77.57000000000001,66341.31525423728,474544.625,0.8185544768254662,7.0472222222222225,25370,12:6,1152,kv-tuned
2200.006388888889,173.64881989847345,239.90170497462168,259.513071827412,76.87979090608101,78.37,82.37,60802.27281778958,154864.37972222222,0.21164930094924722,2.5108333333333333,9039,12:6,1152,rr
