throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,tpot_p50_ms,tpot_p90_ms,in_tok_per_req,total_tok_s,hit_rate,req_per_s,n,pd,clients,policy
865.2152777777778,0.14294416243649266,3.0798819796951875,6.165326954314708,6.467885669538286,6.37,6.77,69961.59749412687,50499.08194444444,0.8410952581219908,0.7094444444444444,2554,6:12,48,kv-tuned
1701.2830555555556,0.17543147208107257,3.799188832486834,14.252182741116751,6.890110192837279,6.77,7.57,70101.76151121606,100661.60305555556,0.8352971416143256,1.4116666666666666,5082,6:12,96,kv-tuned
3389.7794444444444,0.3413219796956355,5.718761116750784,23.377868020304568,7.965770573567142,7.57,9.57,70211.95172069826,198910.56166666668,0.8328452019179317,2.7847222222222223,10025,6:12,192,kv-tuned
6164.652222222222,2.210832182742706,12.967686294416524,60.81949238578681,11.24528773072945,9.969999999999999,15.170000000000002,70038.48686210641,364528.24333333335,0.8282169814144196,5.116666666666666,18420,6:12,384,kv-tuned
6883.970833333334,5.37335197969378,22.35400883248718,78.08974619289341,13.943559126332243,13.17,17.97,69708.65467141345,409373.9975,0.827621629500412,5.773888888888889,20786,6:12,480,kv-tuned
6599.689722222222,24.64564624365562,56.65924583756373,146.20138020304563,24.829841460483202,24.37,29.17,68480.75022820082,402551.58305555553,0.8247954855479809,5.781944444444444,20815,6:12,768,kv-tuned
6220.213611111111,37.44943736040295,86.98459335025393,195.1102872588832,31.805024679178278,31.57,35.97,67548.39565646595,386367.5736111111,0.8205476399975541,5.627777777777778,20260,6:12,960,kv-tuned
5368.298055555556,67.46532314720889,197.59431472081218,309.43628005076135,48.33143050213206,48.77,53.17,65019.43902692587,352824.9558333333,0.8121135316789293,5.3438888888888885,19238,6:12,1440,kv-tuned
5208.223055555555,73.21931634517296,217.8663959390862,334.2417010152288,51.50295621202932,51.97,56.370000000000005,64520.86318877016,347383.8675,0.8111662471701132,5.303333333333334,19092,6:12,1536,kv-tuned
4604.7825,96.67732314720342,305.8875126903556,423.47686243654874,64.15042923119591,64.37,69.57000000000001,62433.23270850312,323794.6847222222,0.8052110011799117,5.1125,18405,6:12,1920,kv-tuned
