throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,tpot_p50_ms,tpot_p90_ms,in_tok_per_req,total_tok_s,hit_rate,req_per_s,n,pd,clients,policy
865.8858333333334,0.13319796954328922,2.921767664974624,4.990050761421315,6.595303564434203,6.37,6.77,69960.07207207207,50479.23694444444,0.8007738948037059,0.7091666666666666,2553,9:9,48,kv
847.3625,1.8387817258883388,7.589035532994785,10.824771573604266,6.670080321285277,6.77,6.77,69677.98232931727,49041.30027777778,0.2920763410715549,0.6916666666666667,2490,9:9,48,rr
1698.8772222222221,0.16243654822346798,3.5151269035532096,10.741922233502542,7.198391167192312,7.17,7.97,70103.94952681389,100467.55277777778,0.7820105510487086,1.4088888888888889,5072,9:9,96,kv
1624.0852777777777,3.1568980710659957,15.662285989847817,30.719310406091722,7.507015663643708,7.17,8.77,70156.91343775763,96180.01416666666,0.30168191933561145,1.3477777777777777,4852,9:9,96,rr
3349.4883333333332,0.25664974619292025,5.37989847715744,19.189006091370544,8.740792627656585,7.97,10.77,70127.29257729882,196764.45722222223,0.7601122681518596,2.7580555555555555,9929,9:9,192,kv
2478.6030555555553,12.69693649746364,51.97191436548235,72.64064015228436,10.71744136460496,10.370000000000001,12.77,69517.14285714286,147383.2252777778,0.3044383746782004,2.0844444444444443,7504,9:9,192,rr
5996.5275,1.8325440101516506,11.637173096446759,45.45854294416245,13.520662362239523,11.969999999999999,18.37,70026.69041522876,355468.6163888889,0.7373699231761658,4.990555555555556,17966,9:9,384,kv
2450.7180555555556,63.28561431472008,128.29169340101566,144.9869154314722,19.848220502901334,19.57,22.37,67788.07375886524,148477.52694444446,0.2959308335879835,2.154166666666667,7755,9:9,384,rr
6633.620833333333,4.0905982741110165,18.46748928934005,60.455021319796884,17.264957022903225,15.969999999999999,22.77,69660.10632483728,396091.66527777776,0.7342129309621268,5.590833333333333,20127,9:9,480,kv
2386.6358333333333,80.0584771573604,148.5588848730962,237.22945370558227,24.31860713356052,24.37,26.77,67076.54881541265,145520.53805555555,0.28981643807687346,2.133888888888889,7682,9:9,480,rr
6376.080555555555,20.163459949237676,57.73080532994891,105.45791969543143,31.538686967587438,31.17,37.17,68273.52119847253,393752.4538888889,0.7323744454810991,5.6738888888888885,20426,9:9,768,kv
2205.2166666666667,142.592837106599,241.65666873096484,262.93743578680096,37.12461588968952,37.57,39.57,64516.101378857515,138674.69222222222,0.28748436246188275,2.1152777777777776,7615,9:9,768,rr
6128.2525,29.004636040614287,86.03000345177662,135.87848832487322,40.59193055486722,40.37,46.370000000000005,67216.67466575248,387377.4969444444,0.7329410845872217,5.671944444444445,20419,9:9,960,kv
2012.2022222222222,195.18657609137176,265.08363654822233,323.34835548223555,45.34951140504967,46.370000000000005,48.370000000000005,61601.04953435012,128790.58444444444,0.27740619686762746,2.0580555555555557,7409,9:9,960,rr
5118.504444444445,56.62156294415263,157.3203646700506,212.6099492385787,62.69463199214521,63.17,68.77000000000001,64428.31176075616,351617.5444444445,0.719898654052282,5.378055555555555,19361,9:9,1440,kv
1687.6616666666666,306.8421237055841,401.3151138071064,411.7692761421315,65.1258139534873,67.97,69.97,59467.00703082747,123859.32388888889,0.2726727113143452,2.0544444444444445,7396,9:9,1440,rr
5081.834444444445,59.57609822334598,173.67357441624375,229.06477157360413,66.82847605374957,67.17,73.17,63976.92298225823,351659.04333333333,0.7228902089758531,5.417222222222223,19502,9:9,1536,kv
1586.8369444444445,327.38413436548353,435.8185335532987,458.50681868020456,68.97616016427033,72.37,73.97,58299.61943874059,119886.48138888889,0.27756877789673834,2.029166666666667,7305,9:9,1536,rr
4427.956111111111,83.76333162435958,235.3377859390858,289.06233502538083,83.7461772853257,84.37,90.77000000000001,61891.85595567867,327159.60055555555,0.7139706102661467,5.214444444444444,18772,9:9,1920,kv
1150.6722222222222,416.245342385786,562.5268070558373,583.4299953299451,83.40724579663804,90.37,91.17,48692.491273018415,85618.61888888889,0.24125555035041754,1.7347222222222223,6245,9:9,1920,rr
