throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,tpot_p50_ms,tpot_p90_ms,in_tok_per_req,total_tok_s,hit_rate,req_per_s,n,pd,clients,policy
2544.1194444444445,0.3086294416243618,6.521628223350348,20.846341725888315,7.442363009155699,7.17,8.77,70094.97890407324,149295.7461111111,0.7729312556822509,2.093611111111111,7537,6:12,144,kv
2572.031111111111,0.24365482233503144,4.457258883248642,18.08243654822335,7.398368421053481,7.17,8.370000000000001,70066.4,150489.98666666666,0.8346514786806095,2.111111111111111,7600,6:12,144,kv-tuned
1903.4061111111112,12.949441624365479,49.509084822334984,63.892578172588514,8.506446981491273,8.370000000000001,9.57,69646.19270022487,113743.58388888888,0.4014694801932412,1.6058333333333332,5781,6:12,144,rr
4583.386111111111,3.6743147208121627,18.08243654822335,51.28121827411167,9.969823853210807,9.17,13.17,70274.13255045871,270551.45722222223,0.7499273239544529,3.7847222222222223,13625,6:12,288,kv
4950.047222222222,0.889482994924947,7.368004314720849,42.36032025380706,9.336898811961943,8.77,12.370000000000001,70237.11156629797,290698.02944444446,0.8319051310666278,4.068333333333333,14646,6:12,288,kv-tuned
1922.941111111111,60.763743908630204,140.1430789340102,161.22836868020386,13.683542361575697,13.57,14.77,68534.93795863909,116071.68777777778,0.39213424656589757,1.6655555555555555,5996,6:12,288,rr
4605.121944444444,36.47820969543773,70.3227061928934,119.94011492385786,20.573512684694297,19.97,23.57,68569.03707833844,277890.8286111111,0.7450174001463475,3.9855555555555555,14348,6:12,576,kv
6840.519166666667,12.127571675127228,29.26698736040612,101.48187598984765,17.6899808795416,17.17,21.57,69316.18508604207,409644.5725,0.8253937065309682,5.811111111111111,20920,6:12,576,kv-tuned
1764.8172222222222,158.0142347208116,259.91435375633364,279.05556167511804,23.346815027922684,23.57,24.77,65540.07243188357,109341.5638888889,0.386968965675981,1.6413888888888888,5909,6:12,576,rr
3863.6702777777778,98.10149903553247,211.42741116751262,259.9699531472081,40.341622731688105,40.37,43.97,65006.36427451273,245669.28805555555,0.7305817220832593,3.7197222222222224,13391,6:12,1152,kv
5953.13,48.9437597969561,129.6439225888323,237.77927497461945,38.50125501203422,38.37,42.77,66659.23656776264,375393.4322222222,0.8180542881217289,5.542222222222223,19952,6:12,1152,kv-tuned
1380.4880555555555,335.72104756344424,449.61508568528006,468.6295782741129,41.42268396729361,43.17,44.370000000000005,59992.57163170992,95135.54583333334,0.37342455674227876,1.5627777777777778,5626,6:12,1152,rr
