throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,tpot_p50_ms,tpot_p90_ms,in_tok_per_req,total_tok_s,hit_rate,req_per_s,n,pd,clients,policy
2545.388611111111,0.211167512690281,4.4377664974620075,15.117379847715753,7.93430181673617,7.57,9.57,70095.81965256597,149376.65972222222,0.7649704057481279,2.0947222222222224,7541,9:9,144,kv
2564.7608333333333,0.211167512690281,3.869238578680097,11.01438918781728,7.908948200870905,7.57,9.17,69997.16356926321,150083.78305555554,0.833820334760833,2.1075,7587,9:9,144,kv-tuned
2212.3372222222224,5.950785532994928,30.71291873096453,40.37544517766514,8.767047303404762,8.370000000000001,10.77,70296.03615546851,131830.41722222223,0.3011785256415586,1.843888888888889,6638,9:9,144,rr
4853.54,0.7089310659912371,6.971127969543147,32.13206888324874,10.778395677472387,9.57,14.77,70207.41922970352,286385.2911111111,0.747987047092295,4.01,14436,9:9,288,kv
4932.916388888889,0.3508629441625999,4.895132436548124,27.210861065989853,10.631704452334803,9.57,14.370000000000001,70211.56186834199,290537.9475,0.8322506905829109,4.067777777777778,14644,9:9,288,kv-tuned
2489.260277777778,38.263954517767615,90.65931126903524,103.95208289340053,15.377804370447087,15.170000000000002,17.57,68598.5098855359,148985.18916666668,0.2991117119014966,2.1355555555555554,7688,9:9,288,rr
6785.985833333333,8.279935126905002,26.268771269035426,73.72996050761418,21.780290187094884,21.17,27.57,69216.86445208095,409628.13694444444,0.7387135164489925,5.82,20952,9:9,576,kv
8155.656388888889,1.1582309137056654,7.582331624365452,61.59713228426392,19.289024547806235,17.97,25.57,69751.81912144703,488048.1719444444,0.8249616241786621,6.88,24768,9:9,576,kv-tuned
2350.5808333333334,102.89928020304563,213.14217944162328,248.20743888325023,28.579083830781556,28.77,30.77,66197.45237477291,144049.90527777778,0.29183460197330086,2.1405555555555558,7706,9:9,576,rr
5705.144722222222,39.98933852791788,115.77177664974617,167.70799913705582,49.629556939773344,49.57,55.57,66089.36032551364,371160.94916666666,0.727572326540454,5.529722222222222,19907,9:9,1152,kv
9032.797777777778,5.531598274108546,45.381598629441726,144.14294416243658,44.61313440238167,43.97,52.370000000000005,67678.90494296578,577629.5977777778,0.8209391380422989,8.401388888888889,30245,9:9,1152,kv-tuned
1936.4747222222222,232.1585798477172,351.55116355329915,366.8871518274118,53.367371565113494,54.77,56.77,60632.48533120935,128809.95027777778,0.27079257497175396,2.0925,7533,9:9,1152,rr
