throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,hit_rate,req_per_s,pd,conc,policy,sla_pass
1111.4998328776524,0.6627411167514765,6.594923857867798,9.960609137056053,5.761231500000166,0.43042105390469415,0.7642470088492819,agg6,8,rr,False
1129.4594269332579,0.8154314720814,6.367512690355397,9.356345177664934,5.678824000000156,0.42153791666733226,0.7765956980988419,agg6,8,ll,False
1309.957978787136,0.11695431472071505,0.9876142131979577,2.4365482233502007,5.80541300000017,0.8411137706540871,0.9007032096571792,agg6,8,kv-nvda,True
1311.224950608744,0.12020304568522988,0.9895757969543411,2.4365482233502007,5.800427000000171,0.8420304496245313,0.9015743563693235,agg6,8,kv-s1.5-c0.8,True
1309.0928269140074,0.12020304568522988,1.0233502538071662,2.4365482233502007,5.807352000000172,0.8446803067828083,0.9001083470115169,agg6,8,kv-s3.0-c0.8,True
1309.957978787136,0.11695431472071505,0.9876142131979577,2.4365482233502007,5.80541300000017,0.8411137706540871,0.9007032096571792,agg6,8,kv-t-c0.5,True
1311.224950608744,0.12020304568522988,0.9895757969543411,2.4365482233502007,5.800427000000171,0.8420304496245313,0.9015743563693235,agg6,8,kv-t-c0.6,True
1312.729217069662,0.12020304568522988,1.0168527918781365,2.511269035532905,5.808460000000172,0.8434938955387605,0.9026086625466735,agg6,8,kv-t-c0.7,True
1307.6914803962259,0.11695431472071505,0.9843654822334429,2.4365482233502007,5.814692500000171,0.8441269220421244,0.8991448067095781,agg6,8,kv-t-c0.8,True
1309.3385759425441,0.12020304568522988,1.0103553299491068,2.4170558375635665,5.822864000000173,0.8445004852670726,0.900277319560528,agg6,8,kv-t-c0.9,True
1307.6334886738202,0.12020304568522988,0.9843654822334429,2.3830071065972334,5.824664500000175,0.8451654597554655,0.8991049326591505,agg6,8,kv-t-c1.0,True
1972.072082210886,0.7374619289339535,8.173807106599043,13.059213878173523,6.120085000000203,0.43042105390469415,1.3559607887325194,agg6,16,rr,False
2026.244126040789,1.0720812182742065,6.503959390862974,9.340101522842815,6.076596000000207,0.40230477327998326,1.3932084978509902,agg6,16,ll,False
2355.5467187728846,0.12670050761425955,1.1792893401014908,3.2474733248720895,6.134073500000207,0.828531513150133,1.6196309533994109,agg6,16,kv-nvda,True
2351.141555583802,0.12345177664974472,1.0363451776649981,2.511269035532905,6.13351950000021,0.8371691073025563,1.616602043550605,agg6,16,kv-s1.5-c0.8,True
2354.6362412904978,0.12345177664974472,1.042842639593914,2.6477157360405954,6.141137000000209,0.8447540153482684,1.6190049256916625,agg6,16,kv-s3.0-c0.8,True
2355.5467187728846,0.12670050761425955,1.1792893401014908,3.2474733248720895,6.134073500000207,0.828531513150133,1.6196309533994109,agg6,16,kv-t-c0.5,True
2351.141555583802,0.12345177664974472,1.0363451776649981,2.511269035532905,6.13351950000021,0.8371691073025563,1.616602043550605,agg6,16,kv-t-c0.6,True
2354.7195726517307,0.12670050761425955,1.0883248730964397,2.8101522842639497,6.1360125000001995,0.8394613752283996,1.6190622228154965,agg6,16,kv-t-c0.7,True
2357.1588410054646,0.12020304568522988,1.0720812182742065,2.7971573604061177,6.141275500000208,0.8418964962873018,1.6207394192378257,agg6,16,kv-t-c0.8,True
2349.0045791030093,0.12020304568522988,1.0720812182742065,2.4365482233502007,6.151247500000206,0.8438868557546194,1.6151326975056317,agg6,16,kv-t-c0.9,True
2350.739373930877,0.12345177664974472,1.0868522690357167,2.5535025380710294,6.155264000000207,0.8442501499843797,1.6163255107827441,agg6,16,kv-t-c1.0,True
2473.3438875660995,0.9096446700507386,13.29640571066011,20.384307157360354,6.4835090000002005,0.43042105390469415,1.7006261377783884,agg6,24,rr,False
2689.6574972016756,1.3644670050762215,7.0576555177667615,9.635736040609117,6.505530500000229,0.41211394568340504,1.8493594297208424,agg6,24,ll,False
3149.7877760211695,0.14294416243649266,1.5528934010152398,4.278578680203054,6.485586500000209,0.8130698293954779,2.1657366156340068,agg6,24,kv-nvda,True
3169.7531687120345,0.12994923857877438,1.1987817258882387,3.151269035533005,6.485863500000216,0.8222190477081542,2.179464455434928,agg6,24,kv-s1.5-c0.8,True
3128.281169516758,0.12670050761425955,1.182130675126814,2.834902812183145,6.509824000000202,0.844136506437633,2.1509490653300705,agg6,24,kv-s3.0-c0.8,True
3149.7877760211695,0.14294416243649266,1.5528934010152398,4.278578680203054,6.485586500000209,0.8130698293954779,2.1657366156340068,agg6,24,kv-t-c0.5,True
3169.7531687120345,0.12994923857877438,1.1987817258882387,3.151269035533005,6.485863500000216,0.8222190477081542,2.179464455434928,agg6,24,kv-t-c0.6,True
3111.2092477903466,0.1299492385786607,1.1857868020304068,3.383914304568748,6.492373000000216,0.8349599041377889,2.1392107233809403,agg6,24,kv-t-c0.7,True
3120.445268547326,0.1299492385786607,1.1273096446700492,2.90799935025359,6.516749000000204,0.8376978464547892,2.1455612427678097,agg6,24,kv-t-c0.8,True
3128.9456762930117,0.12670050761425955,1.1143147208122173,2.8101522842639497,6.5152255000002,0.8391733869633509,2.151405968067336,agg6,24,kv-t-c0.9,True
3132.979542518822,0.1299492385786607,1.163045685279144,2.8783756345178517,6.496805000000213,0.8409597357262678,2.1541795808974813,agg6,24,kv-t-c1.0,True
2796.791811234322,1.2332608527917728,20.563026395939232,27.997246431471694,6.85302700000019,0.43042105390469415,1.9230230296807194,agg6,32,rr,False
3232.1959856512167,2.013948994923794,7.589035532994899,10.285482233502535,6.927124500000173,0.4141631807231335,2.22239899726598,agg6,32,ll,False
3824.772992002114,0.1461928934010075,1.4391878172589259,3.99593908629447,6.83086700000019,0.8038964218941367,2.629844136905857,agg6,32,kv-nvda,True
3780.234408272181,0.14294416243649266,1.448934010152243,3.7055881269037627,6.84222400000019,0.8207991879735005,2.5992202192163156,agg6,32,kv-s1.5-c0.8,True
3721.915299715683,0.1299492385786607,1.2029362436542215,3.723045685279203,6.864938000000199,0.8423891798564304,2.5591210640435533,agg6,32,kv-s3.0-c0.8,True
3824.772992002114,0.1461928934010075,1.4391878172589259,3.99593908629447,6.83086700000019,0.8038964218941367,2.629844136905857,agg6,32,kv-t-c0.5,True
3809.138727690871,0.1396954314720915,1.3742131979695387,3.545858065990501,6.845686500000188,0.8213249605271234,2.619094301969317,agg6,32,kv-t-c0.6,True
3736.917363213273,0.13319796954317553,1.3310156294415947,3.950054385786075,6.8555200000001815,0.828799876224378,2.569436209233379,agg6,32,kv-t-c0.7,True
3769.637789286148,0.12994923857877438,1.163045685279144,3.245482233502571,6.862722000000195,0.8335706231888059,2.591934177307497,agg6,32,kv-t-c0.8,True
3806.5936581226106,0.1299492385786607,1.1783459289351867,3.245482233502571,6.869924000000196,0.8386884621905866,2.61734435856193,agg6,32,kv-t-c0.9,True
3817.244667416271,0.1299492385786607,1.1403045685278812,3.245482233502571,6.865630500000196,0.8397263153042487,2.6246677982540727,agg6,32,kv-t-c1.0,True
3259.1416826025866,2.296609873095008,31.084652776650273,40.96724615736025,7.593863500000217,0.43042105390469415,2.2409263669400974,agg6,48,rr,False
3554.1821145514336,4.620352974619209,11.887884522841887,15.022895431472989,7.711727000000224,0.40813436774823525,2.443790785752229,agg6,48,ll,False
4554.931222663785,0.1624365482233543,2.0321034416248267,3.99593908629447,7.542895500000199,0.7980859962169021,3.131887616593263,agg6,48,kv-nvda,True
4739.227514665503,0.14944162436552233,1.8745177664974335,3.7426271319795887,7.572950000000207,0.8105231185888666,3.2586063849979996,agg6,48,kv-s1.5-c0.8,True
4786.892876605546,0.13319796954317553,1.2702538071066556,3.541116751269044,7.598849500000225,0.8402751360470713,3.2913802183454,agg6,48,kv-s3.0-c0.8,True
4554.931222663785,0.1624365482233543,2.0321034416248267,3.99593908629447,7.542895500000199,0.7980859962169021,3.131887616593263,agg6,48,kv-t-c0.5,True
4739.227514665503,0.14944162436552233,1.8745177664974335,3.7426271319795887,7.572950000000207,0.8105231185888666,3.2586063849979996,agg6,48,kv-t-c0.6,True
4812.9530764564115,0.14944162436552233,1.753337994924209,3.855769142132317,7.577105000000204,0.8218470818824575,3.309298736366654,agg6,48,kv-t-c0.7,True
4792.758771227735,0.14294416243649266,1.624365482233543,3.8692385786802106,7.590262500000212,0.8292316304220579,3.2954135004806098,agg6,48,kv-t-c0.8,True
4796.618371148419,0.13319796954317553,1.429441624365495,3.6407884263955452,7.58638450000022,0.8348257226006663,3.2980672909783557,agg6,48,kv-t-c0.9,True
4752.760052611807,0.13644670050757668,1.3839593908629695,3.251229786802355,7.6028660000002155,0.8373286190278091,3.2679111112261863,agg6,48,kv-t-c1.0,True
3502.193682250182,3.970746984772404,40.914492822334296,52.36427177664905,8.331376000000212,0.43042105390469415,2.408044488086912,agg6,64,rr,False
3396.8319640268196,8.754416730964408,16.475302741116593,19.45973307106601,8.478047500000201,0.4098508873438742,2.335599692669395,agg6,64,ll,False
5127.48121214528,0.19167512690353306,2.400812182741106,4.6352961472080665,8.248137500000261,0.7880947202988141,3.525562544771219,agg6,64,kv-nvda,True
4981.923367861095,0.16568527918786913,2.3209497411168627,4.53585900507619,8.28525550000025,0.8100279248209145,3.4254796263413225,agg6,64,kv-s1.5-c0.8,True
5197.435170509029,0.1461928934010075,1.624187263959243,4.145782664974718,8.297028000000235,0.8404586087610959,3.5736616104258223,agg6,64,kv-s3.0-c0.8,True
5127.48121214528,0.19167512690353306,2.400812182741106,4.6352961472080665,8.248137500000261,0.7880947202988141,3.525562544771219,agg6,64,kv-t-c0.5,True
4981.923367861095,0.16568527918786913,2.3209497411168627,4.53585900507619,8.28525550000025,0.8100279248209145,3.4254796263413225,agg6,64,kv-t-c0.6,True
4955.659314259367,0.1559390862944383,1.8745177664974335,3.750266720812192,8.268358500000247,0.8193252448641902,3.4074209421997237,agg6,64,kv-t-c0.7,True
5083.898915145926,0.14944162436552233,1.6635685025382259,3.6743147208121627,8.281100500000262,0.8251331603426011,3.4955961523928196,agg6,64,kv-t-c0.8,True
4916.164965219972,0.1494416243654655,1.6795939086293856,3.7845658527917863,8.293842500000226,0.8311010439460508,3.380265348265298,agg6,64,kv-t-c0.9,True
