throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,hit_rate,req_per_s,n,pd,clients,policy
864.9936111111111,0.13319796954328922,3.167512690355352,7.3141526395939085,6.464477085781744,0.8030798447728212,0.7091666666666666,2553,6:12,48,kv
847.3625,1.2438472588830791,8.550659898477136,15.231419898477156,6.533373493976183,0.40340772015830095,0.6916666666666667,2490,6:12,48,rr
1698.7386111111111,0.18192893401010224,4.099898477157353,16.632425126903552,6.9058311970024056,0.7803041583971863,1.408611111111111,5071,6:12,96,kv
1575.0522222222223,3.9537055837563457,25.208884111674877,37.890963908629715,7.214737963357303,0.4090772030681434,1.3038888888888889,4694,6:12,96,rr
3309.356111111111,0.7574864974617412,11.547332994923835,32.860671065989855,8.083900796081803,0.7588648545841509,2.7216666666666667,9798,6:12,192,kv
1952.9252777777779,26.860867766501542,90.565484416245,113.06164883248721,10.21486387172158,0.40110911928641224,1.6630555555555555,5987,6:12,192,rr
4926.383333333333,13.027034720825213,32.310331015228144,72.84629441624365,13.247546903368965,0.7532179160276816,4.130833333333333,14871,6:12,384,kv
1885.3325,108.28587609136991,162.24811527919155,237.7836969543132,16.960073775987297,0.3901090891966934,1.6566666666666667,5964,6:12,384,rr
4382.193333333334,57.12950609136669,119.00208162436473,166.56073670050742,27.347749396902103,0.7414098419982283,3.915,14094,6:12,768,kv
1684.2658333333334,212.0887522842637,311.8275429949267,339.6372606598943,29.570556909155336,0.36952282049080215,1.596111111111111,5746,6:12,768,rr
3300.929166666667,149.213103401014,304.38700593908624,353.81765527918793,52.82913816364523,0.7208463308400458,3.500277777777778,12601,6:12,1536,kv
849.3397222222222,474.3899528426409,616.0451051776652,660.2401275634534,52.05064085447118,0.31606913261741687,1.2483333333333333,4494,6:12,1536,rr
865.8858333333334,0.13319796954328922,2.921767664974624,4.990050761421315,6.595303564434203,0.8007738948037059,0.7091666666666666,2553,9:9,48,kv
847.3625,1.8387817258883388,7.589035532994785,10.824771573604266,6.670080321285277,0.2920763410715549,0.6916666666666667,2490,9:9,48,rr
1698.8772222222221,0.16243654822346798,3.5151269035532096,10.741922233502542,7.198391167192312,0.7820105510487086,1.4088888888888889,5072,9:9,96,kv
1624.0852777777777,3.1568980710659957,15.662285989847817,30.719310406091722,7.507015663643708,0.30168191933561145,1.3477777777777777,4852,9:9,96,rr
3349.4883333333332,0.25664974619292025,5.37989847715744,19.189006091370544,8.740792627656585,0.7601122681518596,2.7580555555555555,9929,9:9,192,kv
2478.6030555555553,12.69693649746364,51.97191436548235,72.64064015228436,10.71744136460496,0.3044383746782004,2.0844444444444443,7504,9:9,192,rr
5996.5275,1.8325440101516506,11.637173096446759,45.45854294416245,13.520662362239523,0.7373699231761658,4.990555555555556,17966,9:9,384,kv
2450.7180555555556,63.28561431472008,128.29169340101566,144.9869154314722,19.848220502901334,0.2959308335879835,2.154166666666667,7755,9:9,384,rr
6376.080555555555,20.163459949237676,57.73080532994891,105.45791969543143,31.538686967587438,0.7323744454810991,5.6738888888888885,20426,9:9,768,kv
2205.2166666666667,142.592837106599,241.65666873096484,262.93743578680096,37.12461588968952,0.28748436246188275,2.1152777777777776,7615,9:9,768,rr
5081.834444444445,59.57609822334598,173.67357441624375,229.06477157360413,66.82847605374957,0.7228902089758531,5.417222222222223,19502,9:9,1536,kv
1586.8369444444445,327.38413436548353,435.8185335532987,458.50681868020456,68.97616016427033,0.27756877789673834,2.029166666666667,7305,9:9,1536,rr
566.7297222222222,0.12670050761425955,2.849137055837673,6.473447715736039,27.350788747931688,0.804390071697197,0.5036111111111111,1813,agg6,48,kv
715.8641666666666,0.8934010152283918,6.812588832487336,10.079245888324872,16.03056708160457,0.4045258934299384,0.6025,2169,agg6,48,rr
890.1861111111111,0.13969543147186414,3.7068020304568563,15.44045563451777,39.77003370407834,0.7874793504394811,0.8241666666666667,2967,agg6,96,kv
1152.4019444444446,2.2091370558373455,11.414783248730714,22.462724873096448,25.7557912363939,0.3982734285476862,0.9952777777777778,3583,agg6,96,rr
1387.7041666666667,0.1624365482233543,5.8867005076142505,38.451979695431476,60.90975942090755,0.7697657502994126,1.3047222222222221,4697,agg6,192,kv
1438.0869444444445,4.425358020303747,34.43324588832485,46.27348045685279,51.54511722731997,0.39766360072605667,1.3625,4905,agg6,192,rr
1542.973888888889,0.22174030456881155,34.38512350253808,77.02046802030449,111.62377101681365,0.7571037311763572,1.7347222222222223,6245,agg6,384,kv
1313.2355555555555,14.428656954316466,82.86832385786784,101.0443939086295,106.2680604534002,0.3878923463599995,1.5438888888888889,5558,agg6,384,rr
1402.643611111111,0.37625979695530987,112.1978710659896,169.3238578680203,213.9341758841993,0.7353900771673701,2.0341666666666667,7323,agg6,768,kv
975.6336111111111,78.95411670050089,173.49522842639587,189.13786802030452,211.61586676347744,0.3692634742683498,1.5302777777777778,5509,agg6,768,rr
1051.3941666666667,0.9843654822334429,293.06575406091395,349.37502538071055,419.22422084623196,0.7035949876302188,2.1533333333333333,7752,agg6,1536,kv
504.42527777777775,259.49143873095954,378.6997634010163,399.6561212182742,397.7123030707617,0.320902905336407,1.2483333333333333,4494,agg6,1536,rr
