throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_mean_ms,hit_rate,req_per_s,pd,conc,policy,sla_pass
1505.1400728452704,0.6929639086276893,7.131478324871978,10.337461928933863,6.370000000000225,0.43042105390469415,1.0349068569745856,6:12,12,rr,False
1582.0157539302295,0.4645685279188001,5.607309644670067,8.66436548223328,6.370000000000225,0.4914827812911687,1.0877651729046236,6:12,12,ll,False
1750.702693136568,0.12020304568522988,1.0428426395938004,3.245482233502571,6.370000000000225,0.8388032467367986,1.2037512350766864,6:12,12,kv-nvda,True
1750.702693136568,0.12020304568522988,1.0428426395938004,3.245482233502571,6.370000000000225,0.8388032467367986,1.2037512350766864,6:12,12,kv-t-c0.5,True
1751.70748971427,0.12020304568522988,1.0428426395938004,2.511269035532905,6.370000000000225,0.8423827902594245,1.2044421148737823,6:12,12,kv-t-c0.6,True
1751.4763737929093,0.12020304568522988,1.0363451776649981,2.553502538071143,6.370000000000225,0.8428015370631997,1.2042832037823248,6:12,12,kv-t-c0.7,True
1752.7329683993871,0.12020304568522988,1.0168527918781365,2.3195939086294857,6.370000000000225,0.8436171234810159,1.205147215310649,6:12,12,kv-t-c0.8,True
1753.2039247696894,0.12020304568522988,1.0337616243662069,2.417055837563339,6.370000000000225,0.8445084722633299,1.2054710363195738,6:12,12,kv-t-c0.9,True
1753.2287275858791,0.12020304568522988,1.0363451776647707,2.417055837563339,6.370000000000225,0.8445148618603358,1.2054880902835272,6:12,12,kv-t-c1.0,True
1751.70748971427,0.12020304568522988,1.0428426395938004,2.511269035532905,6.370000000000225,0.8423827902594245,1.2044421148737823,6:12,12,kv-s1.5-c0.8,True
1752.6701990585627,0.12020304568522988,1.038020761421194,2.4365482233502007,6.370000000000225,0.8452875466982556,1.205104056256951,6:12,12,kv-s3.0-c0.8,True
2432.5683574627087,0.8934010152283918,12.653980659899617,19.892974467004706,6.770000000000299,0.43042105390469415,1.6725896271159617,6:12,24,rr,False
2617.1986419922305,1.2706639086293308,6.708629441624453,9.492791878172625,6.770000000000299,0.3972464944502927,1.799538042690047,6:12,24,ll,False
3025.572620003402,0.1299492385786607,1.335228426395929,3.723045685279203,6.770000000000299,0.8245485122165672,2.080328540317836,6:12,24,kv-nvda,True
3025.572620003402,0.1299492385786607,1.335228426395929,3.723045685279203,6.770000000000299,0.8245485122165672,2.080328540317836,6:12,24,kv-t-c0.5,True
